cpg;Coefficient;SE;Pvalue
cg21183461;-0.0132182570682909;0.00315671482392034;2.82235446481538e-05
cg23585420;0.0138834740562802;0.00335109635556702;3.42844666717523e-05
cg02393591;-0.0100583539478326;0.00251426758131529;6.32059729746004e-05
cg26072939;0.0124552890016292;0.00329749946020575;0.000158606380303072
cg21112852;0.0134726040459122;0.00360070601821184;0.000182811486653889
cg11776003;0.0105464315419856;0.00288571734198261;0.00025748274974513
cg12509344;0.0132473606668911;0.00365678369229532;0.000291565347953826
cg15272974;0.0127382940515411;0.00369566792646387;0.000567230952517428
cg16981615;0.0116267705442196;0.00337977669369883;0.000581498818298387
cg02417553;0.00931584427629997;0.00273341191990761;0.000654078733126062
cg23515460;-0.00860950740085124;0.00254861837681028;0.000729864853699191
cg18256630;0.0125201370951804;0.00375890967121307;0.000866000429904701
cg26011998;0.0106755801662769;0.00321717737075518;0.000905650890789311
cg16455476;0.00776894181455309;0.0023719018013355;0.00105510153924693
cg10439456;-0.0111411925503789;0.00345813172685649;0.00127415826956345
cg00661719;0.0105129538313155;0.00327695672087974;0.00133593910919672
cg17014914;0.0112966216700163;0.00352378848203761;0.00134679523943282
cg08822494;0.0123532231929996;0.0038600169178063;0.00137283247155395
cg07462279;0.011817336254968;0.00377540783638357;0.00174757490765365
cg17061206;0.0116127595890997;0.00372153786115528;0.00180593605447998
cg01156302;0.0105836538695992;0.00341384317271638;0.00193379057603205
cg12354961;0.0124347153381399;0.00401226638740778;0.00194060413599673
cg11962971;0.0107067556139222;0.00350470401944486;0.00225085182080409
cg11551560;-0.00720919286803244;0.00237657540126958;0.00241784814669121
cg10001275;-0.00675082442906103;0.00224416764356151;0.00262831216275039
cg23878490;0.0110946809712101;0.00372026471480735;0.00286157953552368
cg25132241;-0.00835252133028402;0.00280818009550037;0.00293606265015789
cg03210257;0.0102657969338674;0.00345929419704234;0.0030013591144924
cg08285768;0.0116736514350026;0.0039443931923881;0.00308082983090741
cg17369091;-0.00717163553911946;0.00243277831595277;0.00319919977071514
cg18928017;-0.0105562572256938;0.00361273773911731;0.00347841754545786
cg15583517;0.00720326431777877;0.0024822775079883;0.00370934003699053
cg06616221;0.0100624232640887;0.00347313692029331;0.00376492027984521
cg07632448;0.0103387856635263;0.00357300178065982;0.00380870743691986
cg05567269;0.0095848003047054;0.00332087942557579;0.00389895145880537
cg16894974;0.00921568670143844;0.00320605204427722;0.00404711699402549
cg00687674;-0.0098506586393225;0.00343155929660221;0.00409684327465354
cg13460556;-0.00452817250132536;0.00157933666728223;0.00414205400671841
cg26430059;-0.00614013127843561;0.00214172129688491;0.00414495320130381
cg15567297;-0.0103332893443056;0.00361331418359964;0.00423932879071376
cg00446184;0.0105645696066858;0.00371248818406663;0.00443160964088141
cg23709855;0.0106321053132207;0.00373890048852834;0.00446007240449331
cg00096039;0.0107407856060286;0.00377869637290471;0.00447671339312516
cg26110727;0.00840254679335724;0.00295710735011702;0.00449053637672581
cg04965389;-0.0102136479847486;0.00359459781100916;0.00449175911431909
cg00882281;-0.00984461590983357;0.00347501956862355;0.00461181406065936
cg04824378;0.00994491474469972;0.00351889076141155;0.00471111294563442
cg12019705;0.0109869176184883;0.00391052793969161;0.00496071137689347
cg24112454;-0.0106084613794998;0.00377776696493842;0.0049830080924177
cg23991368;0.00729682876373249;0.00260279784770312;0.00505581591896598
cg12371147;0.00969517699082315;0.00346993574059758;0.00520522890439334
cg27278300;-0.00919741782988635;0.00329830621660721;0.00529482399742998
cg07892295;-0.00629077387890925;0.00225905851680756;0.00535791969135779
cg07431199;-0.00708776117892763;0.00254599531504902;0.00537118786147239
cg13809469;0.00736425575024369;0.00264744452393083;0.00540838543429134
cg04426109;0.00957109254502998;0.00344526033263753;0.00546868337345441
cg10671710;0.00920280252356512;0.00331875286485787;0.0055547221159139
cg04195863;0.00995830231784325;0.0036033037914299;0.00571572682302501
cg18391514;0.0110502338305503;0.00400375796648978;0.00578074670757178
cg11465213;-0.00567520746936739;0.0020645148796701;0.00597901021403169
cg08057475;0.00957795030405518;0.0034857363895223;0.00600047909546297
cg20551756;-0.00848938416529884;0.00309228601200728;0.00604477775674561
cg03472130;0.0089209238050499;0.0032592481529758;0.006198138511601
cg20034126;0.0101990272886959;0.00373267262441323;0.00628812690231928
cg07719965;0.010546793208831;0.00386584787172349;0.00636816320597466
cg19987794;0.00932353423766125;0.00342264384265739;0.00644821062096257
cg12020954;-0.00543857127310861;0.0020026872232703;0.00661484266570056
cg04171117;-0.0103685691928806;0.00382477482692214;0.00671015414869525
cg21284575;-0.00708361121620179;0.00261313137763624;0.00671261588468486
cg03794218;0.00683164167276264;0.00252575527225498;0.00683472506987448
cg13782322;0.0101287755913522;0.00375167336995978;0.00693807359978305
cg04093499;0.00747372558948636;0.00277065051692492;0.00698701750081931
cg08188779;-0.00835246631489811;0.00309946812903162;0.00704295555640555
cg23665147;0.0106259682384683;0.00394787315338212;0.00711170423894614
