cpg;Coefficient;SE;Pvalue
cg17836579;0.0140258940944056;0.00317318617996201;9.86417347770274e-06
cg08902683;0.0142573211799861;0.00349237523552794;4.45703280709253e-05
cg07396277;0.01402513125173;0.00348730185341738;5.77620752061359e-05
cg10934129;-0.0110593407278074;0.00290924212896437;0.000143851323856747
cg08790036;0.0129976850311409;0.00361374233515553;0.000322232529662014
cg10561067;-0.0114200539824848;0.00333494202577829;0.00061624117394099
cg19768229;-0.0103148796361355;0.00302803445582569;0.000658110830300651
cg19024957;0.0100905361004188;0.00297890427363551;0.000705760704880487
cg20691612;0.0120694894428604;0.00360946461835242;0.000826259512018424
cg08267245;-0.00963705522706991;0.00288787649402384;0.000846656491175879
cg11702896;-0.0123781094469133;0.00372236193412548;0.000883115865699335
cg11504923;-0.00929844344247106;0.00280233932757875;0.000906318777424309
cg13035416;0.0122778189254064;0.00373884390819586;0.00102397818221123
cg10217292;0.0089434735218908;0.00274057818599;0.00110102360166497
cg06258780;-0.00707489553621845;0.00218118663556057;0.00118029643488382
cg20689978;-0.00820795255652746;0.00253060596875663;0.00118081932395331
cg12156012;0.00774059719269721;0.00238685633149966;0.00118274365793891
cg18520851;-0.0103730099979037;0.00320266152203998;0.00120003511650113
cg11953015;0.0114984573192163;0.00355735291162062;0.00122794981242624
cg14536425;0.0113698584240162;0.00351793875812305;0.00122941687243827
cg18169971;-0.00619186679186598;0.00191924308039393;0.00125444576139389
cg18646457;0.00844438613041617;0.00263329528470091;0.00134231824576503
cg11786623;-0.0112678786609377;0.00351610511508888;0.00135227822810335
cg14459046;-0.0113958183779098;0.00356309902021043;0.00138245932064041
cg18248994;0.00914052266035533;0.00285994486998499;0.00139323665142466
cg08940343;0.0117456946222115;0.00368472205542498;0.00143421876838146
cg18891924;-0.0110777138209982;0.00349356593450741;0.00151972599176009
cg05511403;-0.0105980129235307;0.00334623122624681;0.00153941414716907
cg19754716;-0.00934403405777682;0.00297552643698959;0.00168777152649691
cg16645033;0.0111768736557143;0.00356316729090106;0.00170813959245686
cg11271171;0.0102145098492036;0.00327010542850704;0.00178651561520737
cg09008179;0.0102556466219674;0.00330630795312694;0.00192320233290288
cg17791977;-0.00669180339522185;0.00218263324472363;0.00216993228609108
cg06758766;-0.009071105140723;0.00296425208471088;0.00221213921659658
cg08383929;-0.0104706683590837;0.00342859572607959;0.00225869823545122
cg08369580;0.00912114996688001;0.00304857163206246;0.00277208786895333
cg09134819;-0.00986674364696744;0.00331254668051884;0.0028957077532562
cg10189441;0.00954059437443319;0.00321155350314684;0.00297112115155229
cg14744898;-0.00925594133815385;0.00311646588649329;0.00297788036225421
cg12204343;-0.0103172549525953;0.00354134094837252;0.00357544701883283
cg08746900;-0.00916720173735491;0.00315440588337931;0.00365896697190049
cg11106794;-0.0090280052827685;0.00311816169396155;0.0037879952677804
cg12193927;-0.0098005493618341;0.00338809122744037;0.00382011292637874
cg05573019;0.0106531617858898;0.00368356188833627;0.00382698461597697
cg09727934;0.0105757779755391;0.00365742455098987;0.00383295884183754
cg08777304;0.0107568838022367;0.00372155498342463;0.00384718609358559
cg16528084;0.0110956006170621;0.0038396399773255;0.00385547988954971
cg05672912;-0.0102783688853762;0.0035747007434482;0.004036323893993
cg20584011;-0.010391993905087;0.0036244367257534;0.00414117994364216
cg08316825;-0.00753201730492715;0.00262784068417179;0.00415381592623809
cg14094444;0.01094685648353;0.00382381001168427;0.00419897097630795
cg07236039;-0.00617298105210086;0.00215686461682063;0.00420955650062493
cg05457480;0.0102378814926953;0.00358331605599976;0.00427535184288608
cg14587401;0.00964406456658717;0.00337804278908011;0.00430467621913333
cg14319409;-0.00914445635730949;0.00320782691454201;0.00436272045038411
cg08670672;0.0101400665570557;0.00358284940094174;0.00465235339903647
cg09083359;0.00978628486001084;0.00346155972468811;0.00469670229732799
cg11638760;0.010423080552302;0.00369449634576633;0.00478376038906325
cg15169988;-0.00958476956266897;0.00339836773253798;0.00479632391797447
cg05562386;0.0112029608215958;0.00397808573021555;0.00486001278402659
cg08971867;0.0102528731693319;0.00364324128941625;0.00488961425141321
