cpg;Coefficient;SE;Pvalue
cg14436056;0.0121336397683812;0.00320500958860408;0.000153192861509166
cg27637873;0.0137112115349142;0.00370052349974496;0.000211216823331584
cg27495636;0.012839137626508;0.00373593941072215;0.000588943648646811
cg14826021;0.0124619343147975;0.00363255949496063;0.000602201679916758
cg18999451;0.0122105314573549;0.00363888648620577;0.000792021503129736
cg16374656;-0.0054396046151249;0.00162677107910417;0.000826379204564853
cg23053742;-0.00957474327400876;0.00291246161018041;0.00101078017551104
cg19783015;-0.00883297135103586;0.00270752055624205;0.00110479434041233
cg26428748;0.0123645839404645;0.00380238232589141;0.00114676992423779
cg19887883;0.0119890645122359;0.00373304982514694;0.00131997813568929
cg27110277;-0.0113387817073799;0.00353645616462586;0.00134474571783361
cg24931658;-0.0098178647572978;0.0031042174839184;0.00156286323191446
cg15595627;0.010407536279588;0.00329512927323805;0.00158604697707199
cg24163418;0.0109162863926285;0.0034575974422121;0.00159298410719422
cg23293467;0.0110100522058425;0.00349736507737132;0.00164335913137426
cg15921606;0.0117316582913609;0.00373568102551992;0.00168697932429085
cg17197774;-0.00829866678535172;0.00265463010367096;0.00177135037756948
cg14774440;-0.00454452710785052;0.00145435275555488;0.00177940287377831
cg04823796;-0.00975427994098958;0.00313427986544506;0.00185743982036557
cg26880445;0.0107216436571325;0.0034636954305039;0.00196524520067942
cg06419959;0.00819036152254817;0.00265792628500882;0.00205970452124904
cg03923432;-0.00814065505555851;0.0026455560933921;0.00209021348199856
cg14930065;-0.00953658070363237;0.00311319424586298;0.0021892627915403
cg06383157;-0.0079853514436613;0.00261115258122072;0.00222692362531329
cg22651271;-0.0106212014172194;0.00349567444444962;0.00237850630334524
cg01567591;0.00971915357704671;0.00320343732909285;0.00241353229274133
cg21399717;-0.00910664421188261;0.00302062206414886;0.00257128325866041
cg23900905;0.0113574195571111;0.00377525394270095;0.00262639672377074
cg22538780;-0.00880753462489144;0.00293428916318284;0.00268573149333629
cg16506290;0.011273202177932;0.00376235989416903;0.00273267138514921
cg21948716;-0.00759458965704354;0.00254222823704708;0.00281384128181539
ch.8.54249749F;-0.00938599506092529;0.00314443284581226;0.00283618712944989
cg08848140;-0.00730424879468983;0.00245713115476325;0.00295218257020025
cg22045977;0.00824491322421232;0.00278150062555598;0.00303474857130526
cg07328505;-0.00802211614437709;0.00270731432789046;0.00304530908745793
cg22516696;0.0101347781391932;0.0034352921781095;0.00317574521786501
cg01034654;0.00963046477754844;0.00326988115341112;0.00322742517738361
cg26671276;0.00887351582431386;0.00303604497048319;0.003469860207577
cg26038514;-0.0116191923517381;0.00397899460010075;0.00349882336251151
cg12660466;0.0105445107208377;0.00361734823634157;0.00355707254186843
cg26726325;-0.0087948393312379;0.00302107810421267;0.00360090487654563
cg17892357;-0.00965482545662862;0.00332035477085504;0.00364016844390047
cg16288617;0.00931247130918285;0.00320930207145571;0.00371129204542708
cg24790184;0.0100544868245321;0.00346645837300952;0.00372559500223613
cg01786973;-0.0106697587546975;0.00368454948548753;0.00378180148906182
cg13969146;0.00841904833854063;0.00291131553159411;0.00382997278925656
cg12480941;-0.00688401257262372;0.00240296340193304;0.00417271038649503
cg24023258;-0.00694737087015433;0.00243833720213901;0.00438258998239227
