cpg;Coefficient;SE;Pvalue
cg01369276;0.0151462457605697;0.00348330026597355;1.37230752309536e-05
cg01890681;0.00864192621649612;0.00222906047855617;0.000105779895378633
cg01882871;0.0092253584702799;0.00244930143724403;0.00016553460197799
cg01839806;0.0123207295513674;0.00328654486744642;0.000177654656186688
cg01703329;-0.00819409334476534;0.00222123224018734;0.000225150121400119
cg06998507;-0.0102645637136243;0.00279419023609847;0.000239215183023389
cg08030545;-0.0106296626120924;0.00302393113863884;0.000439455825801405
cg24429836;-0.0131309614925535;0.00374704004323366;0.000457713384050318
ch.16.364290R;-0.0109905642797254;0.00315274487143116;0.000490245397341327
cg27109907;0.0114128422344883;0.00330033353105471;0.000544024599628989
cg02494572;-0.00598456922079059;0.00178097563884836;0.00077864718542775
cg23380399;-0.0114710956308903;0.00348463975061722;0.00099511970372923
cg08858521;-0.00952762340465235;0.0029343161135112;0.00116642497660158
cg06736444;0.00740687575626382;0.00228574706491829;0.00119336313982232
cg09971653;0.00733781543815862;0.00228125098324346;0.00129730509871506
cg16637690;0.010857521686295;0.00338114151749733;0.00132181898628325
cg08480996;0.0121446119943994;0.00379187541645383;0.00136099284508562
cg06733602;0.00941021709734855;0.00300505339104689;0.0017393699417052
cg16540789;-0.0111304809942986;0.00355577382054766;0.00174654249881123
cg08977371;-0.00934761927476941;0.00300181896347121;0.00184578862955742
cg00057966;0.00972395803269755;0.0031270833922683;0.00187345011188911
cg08387426;0.0103272630681181;0.00334473404235706;0.00201767236719874
cg01160079;-0.00836477344590771;0.00272447134832604;0.00213888784460059
cg16527107;-0.00894272160422506;0.0029151108239768;0.00215704111514958
cg16778018;-0.00949237143841466;0.00309757025320321;0.00218065380145549
cg03106958;-0.00718798615200312;0.00235580383497514;0.00227942393906533
cg09351263;0.0115598384781123;0.0038034033422669;0.00237096575540496
cg09728392;-0.00958118383033396;0.00315355781899093;0.0023798480661521
cg09409405;-0.00968254810525144;0.00319091051197278;0.00241002310829064
cg26932790;0.00697992774902657;0.00231569534336055;0.00257672985824786
cg27022663;0.0105738138387299;0.00352614846240422;0.00271146137447908
