cpg;Coefficient;SE;Pvalue
cg10639435;-0.0113102735442288;0.00250858812661519;6.5250298115771e-06
cg25610234;-0.010641625411562;0.00268788163611582;7.52288400382994e-05
cg25863070;0.0139993749653876;0.00361245138372414;0.000106488317786035
cg06007675;0.0141084388053871;0.0036551666562394;0.00011345108583305
cg04792712;-0.00822716845462395;0.00216242914772851;0.000142036039789351
cg11750592;-0.0107790054878021;0.00293153658719636;0.000236073351265742
cg04445427;-0.00965772920351347;0.00267005922491157;0.000297983430030513
cg01632240;-0.00484771860765351;0.0013475315811296;0.000321314557021335
cg26965089;0.0102423803458878;0.00285942067122347;0.000341003241944748
cg01609214;0.0139153806550981;0.00390765259196078;0.000369362346795743
cg08231493;-0.00856806862701216;0.00242825670019455;0.000417944798001835
cg08772302;-0.00904845126065958;0.00259611980567578;0.000491447641197129
cg24207616;-0.00830976757070849;0.00240869606896766;0.000560788206839247
cg11196848;-0.0121710413871118;0.00357852328572626;0.000671066378653218
cg06924792;0.0123924468673718;0.0037396044475885;0.000920244958398264
cg08188993;-0.0110594314849107;0.00335207258906836;0.000969326135631055
cg07007122;0.0123096899495098;0.00374617375575856;0.00101643837324206
cg12114888;-0.0100865321597124;0.00307748559118993;0.00104721914915029
cg26804423;-0.00737154482373401;0.00225647804108948;0.00108756471926186
cg11041239;0.0126978133290901;0.00389551732082716;0.00111570949021467
cg07021502;0.0127423566078294;0.00391247594040112;0.00112655000730166
cg01665174;-0.0110681135282243;0.00343156444180489;0.00125803743650155
cg05020759;0.0103088193565799;0.00321121414174715;0.0013261682139446
cg03789507;0.010235410481012;0.00320061842290182;0.00138409356571256
cg04451175;-0.0115266441488491;0.00361373374469901;0.00142431787098574
cg26938695;0.00887696761766334;0.00280132532980571;0.00153045641942884
cg27282281;-0.0114294793343429;0.0036457287583005;0.001718348818599
cg09050048;0.011191292445847;0.00362829681556161;0.00203930333410607
cg25262866;0.00869347501772933;0.00283261317418879;0.00214729595416774
cg25206451;0.0107345497687644;0.00350467681306926;0.00219187590239589
cg04890934;-0.00529517503334972;0.00174707637578287;0.00243843899740737
cg05373457;-0.011023905475118;0.00365220816069306;0.00254094799247195
cg11905850;0.00978586977133701;0.00326341478706556;0.00271170172047652
cg11201447;0.00591491413596571;0.00197301294958856;0.00271838441783767
cg11995638;-0.00956991563174454;0.00319871444812775;0.00277337395797039
cg27510691;0.0102646985760634;0.00344161208394636;0.00285880079276624
cg03347985;0.00946727576671244;0.00318483018025294;0.0029527402858941
cg25994871;0.00815669573249242;0.00275034348695265;0.00301994182684528
cg05992395;0.0106107728801638;0.00357916438949228;0.00303081639936809
cg02502679;0.0110647746433326;0.00378560860686695;0.00346841053423785
cg06058311;0.0103101952404292;0.0035556363272933;0.00373547922833173
cg02457461;-0.00592832541870955;0.00206241675768091;0.00404724658276268
cg00265634;-0.00826867774353987;0.00287795480080689;0.00406453898297199
cg01585069;-0.00863848811689102;0.00301404560983986;0.00415592573244339
cg08078694;-0.00942728709501638;0.00329215006973804;0.00418902301714841
ch.7.2068158F;-0.00874898196710602;0.00305868254919084;0.00423139075034529
cg08755736;0.010943877135729;0.00383630130607463;0.00433473769168669
cg06072717;0.00943548006184828;0.00331069602238958;0.0043719378646776
cg25896734;-0.00891715663032626;0.00313724496215881;0.0044781922086502
cg25296938;0.00840386101719387;0.00296804506981927;0.00463379754444215
cg01044632;-0.00840940534859747;0.00298058169855936;0.00478149350598078
cg24398793;0.01094654837184;0.00388540129345039;0.0048421220877185
cg00090147;-0.00807152972396049;0.00287010788474463;0.00491925821272643
cg02903305;-0.0095778834777868;0.00340831458907717;0.00495180435430664
cg24980572;0.0072593497527389;0.00258435619220783;0.00497020255808867
cg10817479;-0.00789561170569305;0.00282922945740078;0.00525895405353216
cg06873980;0.00809108864741306;0.00290622286385835;0.005368368222608
cg10068740;0.00987828035906156;0.0035501427282812;0.00539414805150595
cg08826743;0.0087081156906253;0.00314418209376223;0.00561257771784074
cg11641102;0.00821919293996851;0.00297452342634957;0.00572382831667839
cg07043604;0.00821395166013989;0.00297841271287525;0.00581867046626616
cg10222925;0.00798472790449023;0.00290243394326541;0.00594053873165779
cg06093506;0.0106562112095791;0.0038832421398902;0.00606672245820894
cg10413475;0.00930401889293796;0.00339676303964747;0.00616106519341098
cg09087727;0.00692619297656734;0.00253950122108332;0.00638388532001377
cg12051359;-0.00796489105254086;0.00292485863663996;0.00646585250075959
cg11707219;-0.00656381575488213;0.00242227616814288;0.00673295057110967
cg00176210;-0.00821556339996467;0.00304230662308018;0.00692480382202798
cg06435363;-0.00966710707890249;0.00358467363009787;0.00700116950753737
cg05813297;-0.00836879239970771;0.00310879143349633;0.00710300242399009
cg27246938;-0.0080596451175728;0.00299570937372646;0.00713672329275883
cg03560957;-0.00995385927014354;0.00370403546294309;0.00720319473108455
cg02925848;0.00768720075325968;0.00287590441435337;0.0075183399892923
cg10947480;-0.00614719097499846;0.0022997750359413;0.00751867454123212
cg03330484;0.0073739460496081;0.00275896122771403;0.00752377861550824
cg05421564;-0.00853878744189283;0.00319747001533437;0.00757423393071066
cg09944626;0.00876468568415266;0.00328551361634656;0.00763778832710815
cg10558233;0.0086700945509191;0.0032613127605485;0.00784968804731112
cg04852977;-0.00953767093091959;0.00359192701779629;0.00792361310910272
cg05945984;0.00984665507358486;0.00372106917191358;0.00814041414155642
ch.7.3114411F;0.00747461462014252;0.0028265413463689;0.00818265866567758
cg11738192;0.0100773304875056;0.00382114870427196;0.008358081701347
cg24277791;-0.0087285890652355;0.00330983884119837;0.00836023107034611
cg10904250;-0.00753064573429127;0.00285675442562568;0.00838688716263747
cg27194210;-0.00909163781357859;0.00345581631894346;0.00851786203635219
cg01040361;-0.00947530509730653;0.00360435366799079;0.00856741448938925
cg01543179;-0.00871032467286447;0.00331738683206922;0.00864815545038822
cg10345920;-0.00774036815081213;0.00294973530354686;0.00868810629932504
cg08601898;0.0097524035690825;0.00372995746262675;0.00893280244806238
cg00319774;-0.00926079412869679;0.00354626704381908;0.00901669737998922
cg04921824;0.00975127053431149;0.00373580928851823;0.00904849731308144
cg02471183;0.0054370257527112;0.00208687478719668;0.00917821809196462
cg09955705;0.00773286506775428;0.00297736177847363;0.00939815697888968
cg03587650;0.00917183127099431;0.0035332740346902;0.00943586570582067
cg25039993;0.0100617648293266;0.00388214177295581;0.00954731291383215
cg04565547;-0.0073297832022056;0.00282817240288733;0.00955021497317743
cg03566418;-0.00709762601418762;0.00273926704269376;0.00956787018492156
cg05313910;0.00655235386587;0.00253541198028595;0.00975669820016856
cg02860599;-0.00630321399026445;0.00244065159101621;0.0098060431126914
ch.7.735851R;-0.00871946759194666;0.00338713732585312;0.0100446569761725
cg00675313;-0.0100797133235395;0.00391622636568741;0.010057875763261
cg07118139;0.00769059093769844;0.00299613971764714;0.0102631964580225
cg06971659;0.00596450769994674;0.00233137780427811;0.0105166640410927
cg02145931;0.00682499267826375;0.00266796031790244;0.0105236362863882
