cpg;Coefficient;SE;Pvalue
cg08699680;0.0152607644653675;0.0033307687943776;4.61091305736794e-06
cg23830290;0.0144532942732088;0.00365791506720637;7.77478453436453e-05
cg20478811;0.0139882262053043;0.00367612966162516;0.000141718058927931
cg02235041;0.0137092366378688;0.00360776585883166;0.000144740378802077
cg13495235;-0.0129724013630794;0.00342311898445279;0.000150863506698462
cg07762458;0.0145681443225761;0.00388986495931835;0.000180282967516487
cg25305174;0.0131434728228156;0.00355936381924702;0.000221932300205285
cg24610236;-0.0109069310703893;0.00308898572896022;0.000414132395774591
cg16072688;-0.0102851619991397;0.00295255967716325;0.000494952991320963
cg04362960;-0.0121296648898133;0.00353173010560598;0.000593686623271306
cg25626869;-0.0107250805067831;0.00312314112645457;0.000594593955511202
cg06383979;-0.0108051552625243;0.0031612959878906;0.000630944297549396
cg08762403;-0.0120773336273937;0.00356309397441966;0.000700039688759979
cg02988171;0.0125971896158421;0.0037498015453607;0.000781039018357355
cg22120094;-0.0118297873698831;0.00354576527850436;0.000848971276180999
cg17311649;0.0120945884925854;0.00363068366272698;0.00086467738073015
cg14168002;0.0123810044579182;0.00375979712700056;0.00099125176134951
cg17368874;0.0110037758067382;0.00334651593647356;0.0010085564647182
cg13754915;-0.0112560383117929;0.00342915288739034;0.00102907593186841
cg19525418;0.0127253075972096;0.00388638656356193;0.00105913281142467
cg17999376;-0.0102258342384035;0.00312987855425532;0.00108629786617165
cg24631970;0.0110956356139843;0.00340444791329153;0.00111743189833879
cg11371879;0.0104745778938195;0.00324322962887637;0.0012393097704978
cg14009729;0.0107129139453209;0.00332894563272818;0.0012903822380379
cg14236855;-0.00991328231613402;0.00308211942582923;0.00129816604844379
cg21188989;0.0104663501080529;0.00325543602109301;0.00130427312043313
cg17662034;0.0117680320121114;0.00366794075400803;0.00133499649066915
cg14702231;-0.0111658446550112;0.00350297095591573;0.00143490789030631
cg05361559;-0.00819478279653705;0.002593649213087;0.00158009132797376
cg02154765;0.011570613623253;0.0036850759470584;0.00169029991095337
cg25928811;0.0111514489720636;0.00356866860885951;0.00177913564680765
cg07337005;0.00954948337688503;0.00307141718810765;0.00187629201576001
cg00661245;-0.0113317303330307;0.00364774050793841;0.00189312017543797
cg00794209;0.0116003835893911;0.00376537837592543;0.00206444182797128
cg27303959;0.0104378163093523;0.00338882978351141;0.0020695536151043
cg21171639;0.00907558975870073;0.00295850448455963;0.00215765382725708
cg26220185;0.0113106037019524;0.0037208887300705;0.00236767801402915
cg25366140;0.0110007029888837;0.00364156004137725;0.00252044176905397
cg09747054;0.0112419380438682;0.00373556692492915;0.00261735877091973
cg27506254;0.0112588590436495;0.0037457504331992;0.00264910509410898
cg14041194;0.0107631423463233;0.00359287911116015;0.0027382707113115
cg10821845;-0.0100325088769334;0.00335066111515327;0.00275176445888514
cg09758742;0.0112807688609337;0.0037770548493958;0.00282045593797331
cg05758861;-0.0115376237166968;0.003864519334425;0.00283090887745507
cg13591497;-0.00817455110042384;0.00274909970867847;0.00294388423193903
cg22747746;-0.00874482820188183;0.00294251476212577;0.00295973357787238
