cpg;Coefficient;SE;Pvalue
cg07458272;-0.00998363136034396;0.00245407286910657;4.73800184179751e-05
cg08681855;-0.0105448986010878;0.00260481108045309;5.16043696687785e-05
cg09846458;-0.0143848250059528;0.00360375704350403;6.56237504377266e-05
cg03195732;0.0148661787561524;0.00389267024289998;0.000133983843092045
cg11876574;0.0106815765883305;0.00297280334171851;0.000326768417761691
cg13083111;-0.011678208445111;0.00325694538555078;0.000336262527153908
cg14786125;0.0129733161602139;0.00368446235270045;0.000429779969362998
cg04365568;-0.0121331843850452;0.00349256710617418;0.000512757609529402
cg14870229;-0.0104974534404014;0.00304986786688356;0.000577564475455983
cg02851692;0.0122861303872057;0.00358048382638753;0.000600438497599276
cg02350677;-0.011845601346264;0.00349034542489621;0.000689251789931511
cg13475732;-0.0115539405833747;0.00346699919229722;0.000860546817496255
cg08141639;0.0106421876176936;0.00323772782474204;0.00101285685555463
cg11170179;-0.00960991632139508;0.00292831290892757;0.00103174343500645
cg04548261;0.0124534215073016;0.00381800796470342;0.0011072326723216
cg05324989;-0.0103660746299641;0.00319460904216398;0.00117506373758913
cg14733989;-0.00935333091463644;0.00293025765059438;0.00141299931152195
cg02726501;-0.0118356602553242;0.00372521733164417;0.00148718248729318
cg03949996;-0.00771010660360121;0.00243062366491317;0.00151356906533828
cg26727372;-0.00949993671413027;0.003062023169212;0.00191891466318783
cg09466818;-0.00712463602157668;0.00231429840299469;0.00208024897741188
cg14198101;-0.00799355808073609;0.00259783546419104;0.00209090344098561
cg10498798;-0.0090308453635347;0.00294089662562151;0.00213500684867551
cg03228555;0.00725538966737221;0.00239378355598708;0.00243802007408234
cg13362288;-0.0112844748550509;0.00375252543642174;0.00263693885227545
cg03401297;-0.0109280833153466;0.00364827904054717;0.00274078190135452
cg06942685;-0.00762649251963298;0.00256123243543326;0.00290453133123569
cg27093273;-0.0105267042756127;0.00353899460104642;0.00293475960504974
cg10722426;-0.0111245661882118;0.00377735913700278;0.00322887374640213
cg08165462;-0.00924965018690714;0.00319350920427034;0.00377482177187483
cg03621001;0.0104541304834941;0.00361026687772478;0.00378353713027269
cg00844821;0.0102659749753135;0.00354609384586946;0.00379147192939755
cg05490308;0.0101742726272819;0.00353441748501979;0.00399409342000923
cg00283662;-0.00869881874126174;0.00303411058874955;0.00414372792283346
cg09607282;-0.00917423502833505;0.00320733527019501;0.00423118108443643
cg27444744;0.00991953633250597;0.00348039173099984;0.0043702648362165
cg10362211;0.010241787349811;0.00360125417406738;0.00445580185597039
cg00232387;-0.0105689973426911;0.00372102069566914;0.0045064204600308
cg09372486;-0.0105502764926168;0.00372545032513031;0.00462655701827253
cg14884776;-0.00765030673302436;0.00270550333642417;0.00468861579649837
cg04688596;0.00779052571840592;0.00275553534519208;0.00469529358794285
cg12122588;0.00754176654596624;0.00267406713504026;0.0047973458926055
cg02197392;-0.00760247772585501;0.00269886662078857;0.00484873640149919
cg07954497;-0.00901314819161288;0.00320024010788724;0.00485655394022044
cg13593090;0.0104368225899054;0.00370757758284474;0.0048777573916331
cg14960290;0.0106898801162009;0.00379876141063736;0.00489225972683549
cg10309835;-0.00865325237594789;0.00309247969349928;0.00513946777505314
cg00891608;-0.00885732967295566;0.00317020018167171;0.00520711252608508
cg26053547;-0.00852515121402037;0.00305629150866412;0.00528094464160644
cg24425316;-0.00877868471036783;0.00315444292577913;0.00538656452690911
cg12035269;0.00946850524774354;0.00340411937095563;0.00541109154465358
cg00034154;0.00986236910133138;0.00355767978966589;0.00556899141998268
cg03856723;-0.00529770514774821;0.00191122865559181;0.00557328023789438
cg03212634;0.0105594536456546;0.00381302979684304;0.00561755152748356
cg25321854;0.00787183279257773;0.00284279511478837;0.00562205542724381
cg09960747;-0.00820916603064516;0.00296872646062381;0.00568853424215021
cg00473929;0.00973284434355325;0.00352037506643492;0.00569720230538007
cg02868598;-0.00569032571640163;0.00206247616973082;0.00579824951834629
cg07962303;-0.00731407700829706;0.00265425884596924;0.00585845032524335
cg15050529;-0.00954780846685017;0.00347646249866725;0.00602505114403984
cg04771109;0.00960002254414349;0.00350182313452836;0.00611713541807068
cg08638582;-0.010401027969579;0.00380920819563266;0.00632390890374035
cg11919525;0.00835424546977001;0.00306229593511573;0.00637005506374166
cg09554099;0.0101113210874201;0.00372224808362496;0.00659850753039204
cg08698605;-0.00906145965707611;0.00334089600431592;0.00668212621163067
cg03685817;0.00974141484659153;0.00359930274279591;0.00680021600006409
cg04680738;0.007724216383984;0.00285417599187752;0.00680404301961945
cg10951975;-0.0105926509357894;0.00395012394597793;0.00732710914711365
cg04156607;0.00860163964323851;0.00321696519041102;0.00749889532252046
cg06054552;-0.00904388845505373;0.00339124650539907;0.00765696847043063
cg08023175;0.0100122182265402;0.00375715251437508;0.0077024477324904
cg00488740;0.00979290286125632;0.00367601200119414;0.00772171324532034
cg13120519;-0.00659280494672621;0.00247756071709021;0.00779074741943742
cg00658405;-0.00945252604748523;0.00355325130226637;0.00780833701936001
cg15053022;-0.00910898594607829;0.00345317854556432;0.00834321300116014
cg01575317;-0.00903259955548843;0.00342432342167998;0.00834515835098593
cg23922867;0.00655899325045408;0.00248701585765207;0.00835702428098017
cg00402381;-0.00945858474573343;0.0036016529285731;0.00863494330137371
cg03879902;0.00912093477033681;0.00350160361734258;0.00919311468544715
cg05495879;0.00909110141920106;0.00349030747938396;0.00919626146111296
cg13534389;-0.00775757352163339;0.0029823761771539;0.00929149312972577
cg07976359;0.00833339856348193;0.00320380433273728;0.00929267898885955
cg03025082;0.00948538573265204;0.00364675818429553;0.00929399949835008
cg11837417;0.00794709684093948;0.00305934414292535;0.00938648706167389
cg09523064;-0.00853897681249268;0.00328780934215408;0.00939973033581731
cg10701051;0.0056952494195633;0.00219864501865661;0.00958797519102417
cg02759880;0.00867566254060897;0.00335459579199843;0.0097040025237991
cg07534263;-0.00696253056901153;0.00269778176394198;0.00985615743280233
cg11857651;0.00843898682657229;0.0032707922545999;0.00987703330175982
cg08662665;-0.00639341341773621;0.00248162476271275;0.00998635472843012
cg04374043;0.00811146266258607;0.0031502677402245;0.010028395615117
cg08125972;-0.00703276688063684;0.00273662388706175;0.0101736765070826
cg25874123;0.00933652267536417;0.00363853238438791;0.010287486848237
